关键字,分类,上级,下级
耐贫瘠的植被,土壤与植被,贫瘠的土壤只能生长耐旱、耐贫瘠的植被，植被也能逐渐改良土壤,
耕作,锚点词,土壤与植被,壤土
耕地,锚点词,土壤与植被,土壤退化
耕种,锚点词,土壤与植被,水土流失
聚集,锚点词,土壤与植被,盐碱土
肥力,锚点词,土壤与植被,只施化肥
肥力中等,土壤与植被,土壤呈酸性，有机质含量较低，肥力中等,
肥力强,土壤与植被,黑土颜色深，有机质含量高，肥力强,
肥力提高,肥力提高型,题目选项,nan
肥力更高,肥力更高型,题目选项,nan
肥力较强,土壤与植被,土壤有机质含量较高，肥力较强,
肥力高,肥力高型,题目选项,nan
肥差,锚点词,土壤与植被,增施有机肥
肥强,锚点词,土壤与植被,根系呼吸
肥沃,肥沃型,题目选项,nan
肥沃的土壤能促进植被生长,土壤与植被,肥沃的土壤能促进植被生长，植被生长又能进一步改善土壤肥力,
肥沃的土壤能促进植被生长，植被生长又能进一步改善土壤肥力,决策型,题目选项,肥沃的土壤能促进植被生长、植被生长又能进一步改善土壤肥力
能为作物持续提供养分,土壤与植被,保水保肥能力较强，能为作物持续提供养分,
能保护土壤结构,土壤与植被,合理耕作，避免过度开垦，能保护土壤结构,
能储存水分,土壤与植被,能储存水分和养分，调节地表径流,
能储存水分和养分,土壤与植被,能储存水分和养分，调节地表径流,
能储存水分和养分，调节地表径流,决策型,题目选项,能储存水分和养分、能储存水分、养分、调节地表径流
能充分利用光照进行光合作用,土壤与植被,夏季枝叶繁茂，能充分利用光照进行光合作用,
能减少土壤侵蚀,土壤与植被,植树造林，提高植被覆盖度，能减少土壤侵蚀,
能分解污染物,土壤与植被,能分解污染物，净化环境,
能分解污染物，净化环境,决策型,题目选项,能分解污染物、净化环境
能力,锚点词,土壤与植被,壤土
能吸收少量水分,土壤与植被,能吸收少量水分，减缓土壤蒸发，改善局部微环境,
能吸收少量水分，减缓土壤蒸发，改善局部微环境,决策型,题目选项,能吸收少量水分、减缓土壤蒸发、改善局部微环境
能固定土壤,土壤与植被,根系发达，能固定土壤，减少风沙侵蚀、能固定土壤，减少水土流失，改善生态环境,
能固定土壤，减少水土流失，改善生态环境,决策型,题目选项,能固定土壤、减少水土流失、改善生态环境
能在贫瘠,土壤与植被,适应能力强，能在贫瘠、干旱的环境中生长,
能增加土壤有机质,土壤与植被,森林植被的枯枝落叶分解后，能增加土壤有机质，提高土壤肥力、草原植被的草本植物根系发达，能增加土壤有机质，提高土壤肥力、增施有机肥，能增加土壤有机质，提高红壤肥力,
能快速吸收水分,土壤与植被,根系多为须根，能快速吸收水分和养分,
能快速吸收水分和养分,土壤与植被,根系多为须根，能快速吸收水分和养分,
能恢复黑土肥力,土壤与植被,采取轮作休耕、秸秆还田等措施，能恢复黑土肥力,
能提高土壤肥力,土壤与植被,土壤透气性和透水性良好，能提高土壤肥力,
能改善保水保肥能力,土壤与植被,砂土中添加黏土和有机肥，能改善保水保肥能力,
能改善土壤结构,土壤与植被,能改善土壤结构，增加土壤透气性和保水性,
能改善土壤结构，增加土壤透气性和保水性,决策型,题目选项,能改善土壤结构、增加土壤透气性和保水性、增加土壤透气性、保水性、有机质能改善土壤结构，增加疏松度，与黏性强弱无直接正比关系。、有机质能改善土壤结构
能改善透气性,土壤与植被,黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,
能改善透气性和透水性,土壤与植被,黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,
能涵养水源,土壤与植被,能涵养水源、保持水土，减少土壤侵蚀,
能涵养水源、保持水土，减少土壤侵蚀,决策型,题目选项,能涵养水源、保持水土、减少土壤侵蚀
能深入地下吸收水分,土壤与植被,根系发达，能深入地下吸收水分、根系发达，能深入地下吸收水分和养分，固定土壤能力强,
能深入地下吸收水分和养分,土壤与植被,根系发达，能深入地下吸收水分和养分，固定土壤能力强,
能调节气候,土壤与植被,能调节气候，增加空气湿度，净化空气、是森林植被的主要组成部分，能调节气候、涵养水源,
能调节气候，增加空气湿度，净化空气,决策型,题目选项,能调节气候、增加空气湿度、净化空气
能适应半干旱环境,土壤与植被,草原植被要求土壤疏松、保水性适中，能适应半干旱环境,
能适应贫瘠的土壤,土壤与植被,根系发达，能适应贫瘠的土壤,
能长期为植物提供水分,土壤与植被,黏土的保水性优于砂土，能长期为植物提供水分,
腐殖质,锚点词,土壤与植被,越高
腐烂,锚点词,土壤与植被,黏土
腐熟秸秆,土壤与植被,黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,
自然环境,锚点词,土壤与植被,高温多雨淋溶强
良性循环,选项词,题目选项,nan
节理,锚点词,土壤与植被,水土流失
花岗岩,锚点词,土壤与植被,呈碱性
苔原,苔原型,题目选项,nan
苔原→针叶林→雨林,选项词,题目选项,nan
苔原、草甸,苔原、草甸型,题目选项,nan
若某,锚点词,土壤与植被,水土流失加剧
茂密森林,选项词,题目选项,nan
草原,锚点词,土壤与植被、森林、草原、荒漠都属于陆生植被,森林→草原→荒漠
草原 — 黑钙土,选项词,题目选项,nan
草原→森林→荒漠,选项词,题目选项,nan
草原、灌丛,草原、灌丛型,题目选项,nan
草原区,锚点词,土壤与植被,水分
草原植被的草本植物根系发达,土壤与植被,草原植被的草本植物根系发达，能增加土壤有机质，提高土壤肥力,
草原植被的草本植物根系发达，能增加土壤有机质，提高土壤肥力,决策型,题目选项,草原植被的草本植物根系发达、能增加土壤有机质、提高土壤肥力、草原植被与土壤肥力相互影响。、草原植被与土壤肥力相互影响
草原植被要求土壤疏松,土壤与植被,草原植被要求土壤疏松、保水性适中，能适应半干旱环境,
草原植被要求土壤疏松、保水性适中，能适应半干旱环境,决策型,题目选项,草原植被要求土壤疏松、保水性适中、能适应半干旱环境、荒漠植被适应贫瘠、干旱土壤。
草地,锚点词,土壤与植被,冠层厚、枯枝落叶多
草木灰等,土壤与植被,酸性土壤可施加石灰、草木灰等，提高pH值,
草本,草本型,题目选项,nan
草本层,土壤与植被,森林植被的垂直分层最明显，可分为乔木层、灌木层、草本层,
草甸,锚点词,土壤与植被,肥力高
荒漠,土壤与植被,题目选项、同一座山地，海拔越高，植被类型越简单，从森林过渡为草甸、荒漠,
荒漠 — 荒漠土,荒漠 — 荒漠土型,题目选项,nan
荒漠→草原→森林,选项词,题目选项,nan
荒漠区,锚点词,土壤与植被,有机质低
荒漠土,选项词,题目选项,nan
荒漠土壤贫瘠,土壤与植被,荒漠土壤贫瘠、干旱，仅能生长耐旱的荒漠植被,
荒漠土壤贫瘠、干旱，仅能生长耐旱的荒漠植被,决策型,题目选项,荒漠土壤贫瘠、干旱、仅能生长耐旱的荒漠植被、荒漠植被适应干旱环境
荒漠植被,土壤与植被,植被类型、向内陆降水逐渐减少，依次过渡为草原、荒漠植被,耐旱、根系发达、叶片退化、干旱缺水、半湿润、半干旱区
荒漠植被主要分布在我国西北内陆地区,土壤与植被,荒漠植被主要分布在我国西北内陆地区，如新疆、甘肃,
荒漠植被主要分布在我国西北内陆地区，如新疆、甘肃,决策型,题目选项,荒漠植被主要分布在我国西北内陆地区、如新疆、甘肃
荒漠植被能固定土壤,土壤与植被,荒漠植被能固定土壤，减少风沙侵蚀，延缓土壤退化,
荒漠植被能固定土壤，减少风沙侵蚀，延缓土壤退化,决策型,题目选项,荒漠植被能固定土壤、减少风沙侵蚀、延缓土壤退化
荒漠都属于陆生植被,土壤与植被,森林、草原、荒漠都属于陆生植被,
药材,土壤与植被,提供木材、药材、饲料等产品，保障人类生产生活需求,
落叶,锚点词,土壤与植被,减少水分消耗
落叶阔叶林,土壤与植被,植被类型、东部地区以森林植被为主，从南到北依次为热带雨林、常绿阔叶林、落叶阔叶林、针叶林,温带季风气候、冬季落叶、减少蒸发
蒸发,锚点词,土壤与植被,碱性
蒸发旺盛,土壤与植被,干旱、半干旱地区，蒸发旺盛，地下水盐分易上升到地表积累、温带大陆性气候区，降水少，蒸发旺盛，土壤多碱性，有机质含量较高,
蒸发更少,选项词,题目选项,nan
蒸发极强,选项词,题目选项,nan
虽然植被稀疏,土壤与植被,虽然植被稀疏，但能固定沙丘，减少沙漠扩张,
虽然植被稀疏，但能固定沙丘，减少沙漠扩张,决策型,题目选项,虽然植被稀疏、但能固定沙丘、减少沙漠扩张
蜡质,锚点词,土壤与植被,地中海气候
融水,锚点词,土壤与植被,绿洲
补充,锚点词,土壤与植被,温带草原区
补给,锚点词,土壤与植被,绿洲
表层,锚点词,土壤与植被,碱性
表面有蜡质,土壤与植被,植被以针叶树为主，叶片细小，表面有蜡质，减少水分蒸发,
裸露,锚点词,土壤与植被,土地沙化
褐土,土壤与植被,温带季风气候区对应棕壤、褐土，温带大陆性气候区对应黑钙土、栗钙土,
褐土主要分布在温带地区,土壤与植被,棕壤、褐土主要分布在温带地区,
西北,锚点词,土壤与植被,荒漠 — 荒漠土
西北干旱区,选项词,题目选项,nan
西北盆地,选项词,题目选项,nan
西部内陆地区以荒漠植被为主,土壤与植被,中部地区以草原植被为主，西部内陆地区以荒漠植被为主,
覆盖更低,选项词,题目选项,nan
覆盖率越高,土壤与植被,土壤肥力越高，植被生长越旺盛，覆盖率越高,
规范人类活动,土壤与植被,禁止滥砍滥伐、过度放牧，规范人类活动,
调节,锚点词,土壤与植被,湿度下降、温差变大
调节pH值,土壤与植被,酸性土壤可施加石灰，调节pH值，改善土壤性状,
调节区域气候,土壤与植被,增加空气湿度，促进降水，调节区域气候,
调节地表径流,土壤与植被,涵养水源，调节地表径流，减少洪涝灾害、能储存水分和养分，调节地表径流,
调节局部气候,土壤与植被,植被蒸腾作用能增加空气湿度，调节局部气候,
调节气候,土壤与植被,调节气候，降低气温日较差和年较差，增加降水,
调节气候，降低气温日较差和年较差，增加降水,决策型,题目选项,调节气候、降低气温日较差和年较差、降低气温日较差、年较差、增加降水
质地变粗、肥力下降,质地变粗、肥力下降型,题目选项,nan
质地变细、肥力上升,选项词,题目选项,nan
质地疏松,土壤与植被,土壤有机质含量高，颜色呈黑色，质地疏松,
质地适中,土壤与植被,壤土颗粒直径介于砂土和黏土之间，质地适中,
质地黏重,土壤与植被,质地黏重，透气性和透水性较差，需改良后才能更好种植、黏土颗粒直径小于0.002毫米，质地黏重、红壤酸性强、质地黏重，可施加石灰中和酸性，添加砂土改善透气性,
质地黏重，透气性和透水性较差，需改良后才能更好种植,决策型,题目选项,质地黏重、透气性和透水性较差、透气性、透水性较差、需改良后才能更好种植
贫瘠,选项词,题目选项,nan
贫瘠的土壤只能生长耐旱,土壤与植被,贫瘠的土壤只能生长耐旱、耐贫瘠的植被，植被也能逐渐改良土壤,
贫瘠的土壤只能生长耐旱、耐贫瘠的植被，植被也能逐渐改良土壤,决策型,题目选项,贫瘠的土壤只能生长耐旱、耐贫瘠的植被、植被也能逐渐改良土壤
赤道,锚点词,土壤与植被,雨林→阔叶林→针叶林→苔原
赤道附近为热带雨林,土壤与植被,赤道附近为热带雨林，向两极依次过渡为热带草原、热带荒漠、温带草原等,
赤道附近为热带雨林，向两极依次过渡为热带草原、热带荒漠、温带草原等,决策型,题目选项,赤道附近为热带雨林、向两极依次过渡为热带草原、热带荒漠、温带草原等
越低,选项词,题目选项,nan
越有利于植物根系呼吸,土壤与植被,土壤通气性越好，越有利于植物根系呼吸和微生物活动,
越有利于植物根系呼吸和微生物活动,土壤与植被,土壤通气性越好，越有利于植物根系呼吸和微生物活动,
越高,越高型,题目选项,nan
踩踏,锚点词,土壤与植被,土壤沙化、退化
轮作,锚点词,土壤与植被,持续培肥
轮作休耕能让土壤得到休息,土壤与植被,轮作休耕能让土壤得到休息，恢复土壤肥力,
轮作休耕能让土壤得到休息，恢复土壤肥力,决策型,题目选项,轮作休耕能让土壤得到休息、恢复土壤肥力
较低,锚点词,土壤与植被,温带草原区
较厚,锚点词,土壤与植被,棕壤
过多,土壤与植被,植物生长需要适宜的土壤水分，过多或过少都会影响生长,
过多或过少都会影响生长,土壤与植被,植物生长需要适宜的土壤水分，过多或过少都会影响生长,
过少都会影响生长,土壤与植被,植物生长需要适宜的土壤水分，过多或过少都会影响生长,
过度开垦,土壤与植被,过度开垦、过度放牧会降低土壤肥力,
过度开垦、过度放牧会降低土壤肥力,决策型,题目选项,过度开垦、过度放牧会降低土壤肥力
过度开垦会破坏土壤结构,土壤与植被,过度开垦会破坏土壤结构，加剧土壤侵蚀,
过度开垦会破坏土壤结构，加剧土壤侵蚀,决策型,题目选项,过度开垦会破坏土壤结构、加剧土壤侵蚀
过度放牧,土壤与植被,禁止滥砍滥伐、过度放牧，规范人类活动,
过度放牧会导致植被破坏,土壤与植被,过度放牧会导致植被破坏，土壤肥力下降,
过度放牧会导致植被破坏，土壤肥力下降,决策型,题目选项,过度放牧会导致植被破坏、土壤肥力下降
过度放牧会破坏草原植被,土壤与植被,过度放牧会破坏草原植被，导致土壤肥力下降,
过度放牧会破坏草原植被，导致土壤肥力下降,决策型,题目选项,过度放牧会破坏草原植被、导致土壤肥力下降、草原植被与土壤肥力相互影响。、草原植被与土壤肥力相互影响
过度放牧会降低土壤肥力,土壤与植被,过度开垦、过度放牧会降低土壤肥力,
过渡,锚点词,土壤与植被,森林→草原→荒漠
还原,锚点词,土壤与植被,酸性、泥炭化
还草,土壤与植被,退耕还林、还草，提高植被覆盖度,
退化,退化型,题目选项,nan
退化为刺,土壤与植被,植被稀疏，多为耐旱植物，叶片细小或退化为刺,
退耕还林,锚点词,土壤与植被、退耕还林、还草，提高植被覆盖度,肥力提高
退耕还林、还草，提高植被覆盖度,决策型,题目选项,退耕还林、还草、提高植被覆盖度
适中,锚点词,土壤与植被,棕壤
适合,锚点词,土壤与植被,壤土
适合水稻生长,土壤与植被,透气性和透水性适中，适合水稻生长,
适宜,锚点词,土壤与植被,壤土
适应,锚点词,土壤与植被,地中海气候
适应亚热带温暖湿润气候,土壤与植被,叶片常绿，全年有叶，适应亚热带温暖湿润气候,
适应寒冷冬季,土壤与植被,冬季落叶，减少水分和热量消耗，适应寒冷冬季,
适应能力强,土壤与植被,适应能力强，能在贫瘠、干旱的环境中生长,
适应能力强，能在贫瘠、干旱的环境中生长,决策型,题目选项,适应能力强、能在贫瘠、干旱的环境中生长
选择适合当地气候,土壤与植被,因地制宜，选择适合当地气候和土壤条件的植物品种,
选择适合当地气候和土壤条件的植物品种,土壤与植被,因地制宜，选择适合当地气候和土壤条件的植物品种,
透气,锚点词,土壤与植被,增施有机肥
透气性,土壤与植被,颗粒大，孔隙度大，透气性和透水性强、颗粒大小适中，透气性和透水性良好、孔隙度小，透气性和透水性差，易积水、透气性和透水性适中，适合水稻生长、质地黏重，透气性和透水性较差，需改良后才能更好种植,
透气性和透水性差,土壤与植被,孔隙度小，透气性和透水性差，易积水,
透气性和透水性强,土壤与植被,颗粒大，孔隙度大，透气性和透水性强,
透气性和透水性良好,土壤与植被,颗粒大小适中，透气性和透水性良好,
透气性和透水性较差,土壤与植被,质地黏重，透气性和透水性较差，需改良后才能更好种植,
透气性和透水性适中,土壤与植被,透气性和透水性适中，适合水稻生长,
透气性和透水性适中，适合水稻生长,决策型,题目选项,透气性和透水性适中、透气性、透水性适中、适合水稻生长
透气性好,土壤与植被,森林植被要求土壤肥沃、透气性好、水分充足,
透水性,锚点词,土壤与植被、植物的根系能疏松土壤，增加土壤透气性和透水性、黏土中添加砂土和腐熟秸秆，能改善透气性和透水性、土壤透气性、透水性、保水性也是评价土壤肥力的指标、森林植被的根系能疏松土壤，改善土壤透气性和透水性,根系呼吸
透水性差,土壤与植被,孔隙度小，透气性和透水性差，易积水,
透水性强,土壤与植被,颗粒大，孔隙度大，透气性和透水性强,
透水性良好,土壤与植被,颗粒大小适中，透气性和透水性良好、土壤透气性和透水性良好，能提高土壤肥力,
透水性较差,土壤与植被,质地黏重，透气性和透水性较差，需改良后才能更好种植,
透水性适中,土壤与植被,透气性和透水性适中，适合水稻生长,
通气,锚点词,土壤与植被,根系呼吸
速度,锚点词,土壤与植被,土层浅薄
造成,锚点词,土壤与植被,降水
遭到,锚点词,土壤与植被,水土流失加剧
避免过度开垦,土壤与植被,合理耕作，避免过度开垦，能保护土壤结构,
避免高温伤害,土壤与植被,降低植物体温，避免高温伤害,
酸化,锚点词,土壤与植被,高温多雨淋溶强
酸性,酸性型,题目选项、红壤酸性强、质地黏重，可施加石灰中和酸性，添加砂土改善透气性,
酸性、泥炭化,酸性、泥炭化型,题目选项,nan
酸性土壤可施加石灰,土壤与植被,酸性土壤可施加石灰，调节pH值，改善土壤性状、酸性土壤可施加石灰、草木灰等，提高pH值,
酸性土壤可施加石灰、草木灰等，提高pH值,决策型,题目选项,酸性土壤可施加石灰、草木灰等、提高pH值、土壤pH值可以通过人为措施调节。、土壤pH值可以通过人为措施调节
酸性土壤可施加石灰，调节pH值，改善土壤性状,决策型,题目选项,酸性土壤可施加石灰、调节pH值、改善土壤性状
酸性土壤适合种植茶树,土壤与植被,酸性土壤适合种植茶树、柑橘等喜酸作物,
酸性土壤适合种植茶树、柑橘等喜酸作物,决策型,题目选项,酸性土壤适合种植茶树、柑橘等喜酸作物
酸性岩,锚点词,土壤与植被,呈碱性
酸性强、肥力低,酸性强、肥力低型,题目选项,nan
酸性更强,选项词,题目选项,nan
酸碱性,锚点词,土壤与植被,酸性
采取轮作休耕,土壤与植被,采取轮作休耕、秸秆还田等措施，能恢复黑土肥力,
采取轮作休耕、秸秆还田等措施，能恢复黑土肥力,决策型,题目选项,采取轮作休耕、秸秆还田等措施、能恢复黑土肥力
释放养分,土壤与植被,土壤微生物能分解土壤有机质，释放养分，供植物吸收,
释放氧气,土壤与植被,植被能吸收二氧化碳，释放氧气，缓解温室效应、净化空气，吸收有害气体，释放氧气,
释放氮,土壤与植被,分解土壤有机质，释放氮、磷、钾等养分,
重大,锚点词,土壤与植被,涵养水源
针叶林,锚点词,土壤与植被、东部地区以森林植被为主，从南到北依次为热带雨林、常绿阔叶林、落叶阔叶林、针叶林,灰化土
针叶植被,土壤与植被,纬度越高，气温越低，植被类型从常绿植被过渡为落叶植被、针叶植被,
针状,锚点词,土壤与植被,灰化土
钾等养分,土壤与植被,分解后能释放氮、磷、钾等养分，供植物吸收、分解土壤有机质，释放氮、钾等养分,
长期冻结,锚点词,土壤与植被,苔原、草甸
阔叶林,锚点词,土壤与植被,肥力更高
阔叶林→荒漠→雨林,选项词,题目选项,nan
防治土地荒漠化,土壤与植被,固定土壤，减少风沙侵蚀，防治土地荒漠化、保持水土，减少土壤侵蚀，防治土地荒漠化,
防治土壤侵蚀,土壤与植被,保护生态环境，防治土壤侵蚀和土地荒漠化，维护生态平衡,
防治土壤侵蚀和土地荒漠化,土壤与植被,保护生态环境，防治土壤侵蚀和土地荒漠化，维护生态平衡,
阳坡,选项词,题目选项,nan
阳坡接受太阳辐射多,土壤与植被,阳坡接受太阳辐射多，气温高，土壤发育速度快于阴坡,
阳坡接受太阳辐射多，气温高，土壤发育速度快于阴坡,决策型,题目选项,阳坡接受太阳辐射多、气温高、土壤发育速度快于阴坡
阴坡,阴坡型,题目选项,nan
陆地,锚点词,土壤与植被,涵养水源
陆生植被的分布主要受气候,土壤与植被,陆生植被的分布主要受气候、土壤、地形等因素影响,
陆生植被的分布主要受气候、土壤、地形等因素影响,决策型,题目选项,陆生植被的分布主要受气候、土壤、地形等因素影响
降低pH值,土壤与植被,碱性土壤可施加石膏、硫磺等，降低pH值,
降低下渗、增加径流,选项词,题目选项,nan
降低土壤碱性,土壤与植被,碱性土壤可施加石膏、有机肥，降低土壤碱性,
降低土壤肥力,土壤与植被,破坏土壤结构，降低土壤肥力，影响农业生产,
降低植物体温,土壤与植被,降低植物体温，避免高温伤害,
降低植物体温，避免高温伤害,决策型,题目选项,降低植物体温、避免高温伤害
降低气温日较差,土壤与植被,调节气候，降低气温日较差和年较差，增加降水,
降低气温日较差和年较差,土壤与植被,调节气候，降低气温日较差和年较差，增加降水,
降水,降水型,题目选项,nan
降水丰富,土壤与植被,热带季风气候区，降水丰富，土壤淋溶作用强，多酸性土壤,
降水大幅增加,选项词,题目选项,nan
降水大幅增多,选项词,题目选项,nan
降水太少,选项词,题目选项,nan
降水少,土壤与植被,温带大陆性气候区，降水少，蒸发旺盛，土壤多碱性，有机质含量较高,
降水强度大,土壤与植被,降水强度大且集中，水力侵蚀明显,
降水强度大且集中,土壤与植被,降水强度大且集中，水力侵蚀明显,
降水强度大且集中，水力侵蚀明显,决策型,题目选项,降水强度大且集中、降水强度大、集中、水力侵蚀明显
降水极少,选项词,题目选项,nan
降水越多,土壤与植被,降水越多，土壤的淋溶作用越强，养分流失越明显、降水越多，土壤水分含量通常越高,
降水越多，土壤水分含量通常越高,决策型,题目选项,降水越多、土壤水分含量通常越高、气温高蒸发快，但如果降水也多，水分含量不一定低。
降水越多，土壤的淋溶作用越强，养分流失越明显,决策型,题目选项,降水越多、土壤的淋溶作用越强、养分流失越明显
降水足,土壤与植被,热带地区气温高、降水足，植被生长期长，全年常绿,
陡坡,锚点词,土壤与植被,土层浅薄
陡峭山区,选项词,题目选项,nan
集中,锚点词,土壤与植被、降水强度大且集中，水力侵蚀明显,黑钙土
雨林,选项词,题目选项,nan
雨林→阔叶林→针叶林→苔原,雨林→阔叶林→针叶林→苔原型,题目选项,nan
雨林气候,选项词,题目选项,nan
雪线,选项词,题目选项,nan
需加强保护,土壤与植被,黑土肥力高，但长期开垦会导致肥力下降，需加强保护,
需合理保护,土壤与植被,土壤资源数量有限，需合理保护和利用,
需合理保护和利用,土壤与植被,土壤资源数量有限，需合理保护和利用,
需改良后才能更好种植,土壤与植被,质地黏重，透气性和透水性较差，需改良后才能更好种植,
需水,锚点词,土壤与植被,半湿润、半干旱区
需要数百年甚至上千年,土壤与植被,土壤形成是一个漫长的过程，需要数百年甚至上千年,
青藏高原,选项词,题目选项,nan
青藏高原区,选项词,题目选项,nan
非常肥沃,选项词,题目选项,nan
非常适合,锚点词,土壤与植被,矿物养分丰富
页岩,锚点词,土壤与植被,矿物养分丰富
频繁,锚点词,土壤与植被,侵蚀、滑塌、侵蚀、滑塌
颗粒,锚点词,土壤与植被,干旱风沙区
颗粒大,土壤与植被,颗粒大，孔隙度大，透气性和透水性强,
颗粒大小适中,土壤与植被,颗粒大小适中，透气性和透水性良好,
颗粒大小适中，透气性和透水性良好,决策型,题目选项,颗粒大小适中、透气性和透水性良好、透气性、透水性良好
颗粒大，孔隙度大，透气性和透水性强,决策型,题目选项,颗粒大、孔隙度大、透气性和透水性强、透气性、透水性强
题目选项,选项类型,土壤与植被,不受影响、不变、恶性循环、无变化、良性循环、越低、越高、青藏高原
颜色,锚点词,土壤与植被,越高
颜色呈黑色,土壤与植被,土壤有机质含量高，颜色呈黑色，质地疏松,
颜色越深（如黑土）,土壤与植被,土壤有机质含量越高，颜色越深（如黑土）,
风力,锚点词,土壤与植被,降水
风力侵蚀,土壤与植被,植被根系能固定土壤，减少水力和风力侵蚀,
风力侵蚀主要发生在干旱,土壤与植被,风力侵蚀主要发生在干旱、半干旱地区，多形成沙丘、戈壁,
风力侵蚀主要发生在干旱、半干旱地区，多形成沙丘、戈壁,决策型,题目选项,风力侵蚀主要发生在干旱、半干旱地区、多形成沙丘、戈壁
风沙土,选项词,题目选项,nan
饲料等产品,土壤与植被,提供木材、药材、饲料等产品，保障人类生产生活需求,
高产农田,选项词,题目选项,nan
高大,锚点词,土壤与植被,有机质分解快、流失多
高寒冻土区,选项词,题目选项,nan
高寒区,选项词,题目选项,nan
高山,锚点词,土壤与植被,林线
高山灌丛草甸,高山灌丛草甸型,题目选项,nan
高山草甸,土壤与植被,低海拔地区多为常绿阔叶林，高海拔地区多为针叶林、高山草甸,
高海拔地区多为针叶林,土壤与植被,低海拔地区多为常绿阔叶林，高海拔地区多为针叶林、高山草甸,
高温、多雨,选项词,题目选项,nan
高温多雨,选项词,题目选项,nan
高温多雨区,选项词,题目选项,nan
高温多雨淋溶强,高温多雨淋溶强型,题目选项,nan
高温干旱区,选项词,题目选项,nan
高纬度,锚点词,土壤与植被,苔原、草甸
黄土层,锚点词,土壤与植被,水土流失
黄土高原,锚点词,土壤与植被,水土流失
黏化,锚点词,土壤与植被,棕壤
黏土,选项词,题目选项,nan
黏土中添加砂土,土壤与植被,黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,
黏土中添加砂土和腐熟秸秆,土壤与植被,黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,
黏土中添加砂土和腐熟秸秆，能改善透气性和透水性,决策型,题目选项,黏土中添加砂土和腐熟秸秆、黏土中添加砂土、腐熟秸秆、能改善透气性和透水性、能改善透气性、透水性
黏土之间,土壤与植被,壤土颗粒直径介于砂土和黏土之间，质地适中,
黏土的保水性优于砂土,土壤与植被,黏土的保水性优于砂土，能长期为植物提供水分,
黏土的保水性优于砂土，能长期为植物提供水分,决策型,题目选项,黏土的保水性优于砂土、能长期为植物提供水分
黏土颗粒直径小于0.002毫米,土壤与植被,黏土颗粒直径小于0.002毫米，质地黏重,
黏土颗粒直径小于0.002毫米，质地黏重,决策型,题目选项,黏土颗粒直径小于0.002毫米、质地黏重、砂土颗粒直径0.05-2毫米，大于2毫米为砾石。、砂土颗粒直径0.05-2毫米
黏土）,土壤与植被,成土母质的颗粒大小影响土壤的质地（砂土、壤土、黏土）,
黏土：通气性差,土壤与植被,黏土：通气性差，保水性好,
黏土：通气性差，保水性好,决策型,题目选项,黏土：通气性差、保水性好、不同质地土壤通气保水特性不同，壤土最理想。、不同质地土壤通气保水特性不同
黏重,锚点词,土壤与植被,只施化肥
黑土,选项词,题目选项,nan
黑土肥力高,土壤与植被,黑土肥力高，但长期开垦会导致肥力下降，需加强保护,
黑土肥力高，但长期开垦会导致肥力下降，需加强保护,决策型,题目选项,黑土肥力高、但长期开垦会导致肥力下降、需加强保护
黑土颜色深,土壤与植被,黑土颜色深，有机质含量高，肥力强,
黑土颜色深，有机质含量高，肥力强,决策型,题目选项,黑土颜色深、有机质含量高、肥力强
黑钙土,黑钙土型,题目选项,nan
